idChemicals,Pubchem_CID,CAS,Name,IUPAC_name,Odor_notes,Odor_tags,Odor_sources,OR_sources,Olfactory_Receptors
915,10778.0,1333-46-6,o-Tolyl acetate,(2-methylphenyl) acetate,cream;dried;floral;fruit;fruity;medicinal;sweet,driedfruit;floral;fruit;fruity;medicinal;sweet;sweet-fruity-cream taste,TGSC;FlavorBase10;OdorRactor,,
916,10795.0,25154-53-4,"1,1-DIMETHOXYETHANE","1,1-dimethoxyethane",alcoholic;aromatic;ethereal;fruity;green;hay;mown;sharp;sweet;vegetable,alcoholic;aromaticstrong;ethereal;ethereal green fruity taste;green;hay;mown;sharp;sweet;vegetable,TGSC;FlavorBase10;SigmaAldrich;Flavorbase;OdoRactor,Audouze et al|https://doi.org/10.1371/journal.pone.0093037,Or52ab4;
917,10797.0,25301-08-0,2-METHYLFURAN,2-methylfuran,acetone;burnt;chocolate;ethereal;gassy;metallic;musty;nutty;solvent;sweet,acetone;chocolate;ethereal;metallic-burnt with musty nutty notes;solvent;sweet-gassy,TGSC;FlavorBase10;SigmaAldrich;Pubchem;OdoRactor,,
918,10817.0,536-50-5,1-(4-Methylphenyl)ethanol,1-(4-methylphenyl)ethanol,almond;cherry;floral;hawthorn;hay;minty;nut;nutty;powdery;sweet,almond. nut;cherry;floral;floral hawthorn hay odor;hawthorn;nutty;powdery;somewhat minty;sweet,TGSC;FlavorBase10;OdorRactor,,
919,10819.0,536-59-4,PERILLYL ALCOHOL,(4-prop-1-en-2-ylcyclohexen-1-yl)methanol,aromatic;bois;cardamom;citrus;cumin;fatty;floral;green;lilac;linalool;orange;rose;spicy;sweet;terpineol;wax;woody,aromatic;bois;cardamom;characteristic odor similar to linalool and t;citrus note;cumin;fatty;floral;green;lilac;orangewax;rose;spicy;sweet;woody,TGSC;FlavorBase10;OdoRactor,,
920,325.0,536-60-7,4-isopropylbenzyl alcohol,(4-propan-2-ylphenyl)methanol,aromatic;caraway;cinnamon;cumin;floral;herbaceous;herbal;leathery;oily;spicy;sweet;warm,aromatic;caraway-cumin-like odor;cumin;floral;herbaceous;herbaceoussweet;herbal;leathery;oily;spicy;spicy-cinnamon taste;warm,TGSC;FlavorBase10;SigmaAldrich,,
921,10823.0,151103-56-9,3-ETHYLPYRIDINE,3-ethylpyridine,caramel;coffee;green;leathery;meaty;musty;nutty;oakmoss;peanut;roasted;smoky;tobacco,caramel;coffee;green;leathery;meaty;musty;nutty;oakmoss;peanut;roasted;smoky notes odor;tobacco,TGSC;FlavorBase10;SigmaAldrich;Flavorbase;OdoRactor,,
922,10850.0,538-23-8,Tricaprylin,"2,3-di(octanoyloxy)propyl octanoate",odorless,odorless,TGSC,,
923,5273465.0,105581-25-7,BUTYL CINNAMATE,butyl (E)-3-phenylprop-2-enoate,balsamic;cocoa;fruity;spicy;sweet,balsamic;cocoa;fruity;spicy;sweet,TGSC;FlavorBase10;OdorRactor;Flavorbase,,
924,10869.0,538-86-3,BENZYL METHYL ETHER,methoxymethylbenzene,ethereal;floral;fruity;green;hyacinth;metallic;rose;ylang,ethereal;floral;fruity;fruity-rose odor;green;hyacinth;strange metallic;ylang,TGSC;FlavorBase10;Flavornet;OdoRactor,,
925,10873.0,539-30-0,(Ethoxymethyl)benzene,ethoxymethylbenzene,fruity;pineapple;sharp;tropical,fruity;pineapple;sharp;tropical,TGSC;FlavorBase10;OdorRactor,,
926,68316.0,539-52-6,Perillene,3-(4-methylpent-3-enyl)furan,woody,woody,TGSC;Flavornet,,
927,10882.0,539-82-2,Ethyl pentanoate,ethyl pentanoate,acidic;apple;berry;fruity;green;pineapple;sweet;tropical;yeast,acidic;apple;berry;fruity;green;pineapple;sweet;tropical;yeasty,TGSC;FlavorBase10;SigmaAldrich;Flavorbase;OdoRactor,,
928,65036.0,539-86-6,Allicin,3-prop-2-enylsulfinylsulfanylprop-1-ene,garlic,garlic,TGSC;,,
929,10883.0,539-88-8,ETHYL LEVULINATE,ethyl 4-oxopentanoate,apple;berry;caramel;ethereal;floral;fruity;green;pineapple;rhubarb;sweet;tropical;unripe,apple-tropical;berry;caramelic;ethereal;floral;fruity;green;pineapple;rhubarb;sweet;unripe-apple taste,TGSC;FlavorBase10;Flavornet;Flavorbase;OdoRactor,,
930,10885.0,539-90-2,Isobutyl butyrate,2-methylpropyl butanoate,apple;banana;berry;bubblegum;candy;cherry;ethereal;fruity;frutti;pear;pineapple;ripe;rummy;sweet;tutti,apple;banana rummy odor/flavor;berry;bubblegumcandy;cherry;ethereal;fruity;frutti;pineapple;reminiscent of pear;ripe;rummy;sweet;tutti,TGSC;FlavorBase10;SigmaAldrich;OdoRactor,,
931,10886.0,540-07-8,PENTYL HEXANOATE,pentyl hexanoate,apple;cognac;estery;fatty;fruity;green;pear;pineapple;sweet;wax;waxy,apple;cognac;estery;fatty;fruity;green;green fruity waxy odor with apple;pear;pineapple;sweet;wax,TGSC;FlavorBase10;SigmaAldrich;AOD;OdoRactor,ODORactor|https://doi.org/10.1093/bioinformatics/btr385,Or2c1;OR2C1
932,10890.0,540-18-1,PENTYL BUTYRATE,pentyl butanoate,apple;apricot;banana;cherry;fruit;fruity;pineapple;sweet;tropical,apple;apricot;banana;cherry;fruity;mixed fruit flavor;pineapple;sweet;tropical,TGSC;FlavorBase10;SigmaAldrich;Flavornet;OdoRactor,Audouze et al|https://doi.org/10.1371/journal.pone.0093037;ODORactor|https://doi.org/10.1093/bioinformatics/btr385,OR1A1;;OR2AG1;;Or2b4;;Or6a2;OR6A2
933,10895.0,540-42-1,Isobutyl propionate,2-methylpropyl propanoate,apple;banana;bubblegum;estery;estry;ethereal;floral;fruity;frutti;green;pungent;rum;rummy;sweet;tropical;tutti,apple-banana tutti-fruity taste;banana;bubblegumtropical;estery;estry fruity odor;ethereal;floral;fruity;frutti;green;pungent;rum-like;rummy;sweet,TGSC;FlavorBase10;SigmaAldrich;Flavorbase;OdoRactor,,
934,10902.0,27515-15-7,"1,2-ETHANEDITHIOL","ethane-1,2-dithiol",garlic;meat;meaty;oinion;onion;sulfurous,contributes to meat flavor;meaty;oinion-garlic like odor;onion;sulfurous,TGSC;FlavorBase10;OdorRactor;Flavorbase;Pubchem,,
935,10911.0,540-97-6,DODECAMETHYLCYCLOHEXASILOXANE,"2,2,4,4,6,6,8,8,10,10,12,12-dodecamethyl-1,3,5,7,9,11-hexaoxa-2,4,6,8,10,12-hexasilacyclododecane",odorless,odorless,TGSC,,
936,10925.0,541-31-1,3-Methyl-1-butanethiol,3-methylbutane-1-thiol,garlic;green;meaty;onion;rubbery;sulfurous;vegetative,garlic;green;meaty;onion;peculiar vegetative;rubbery;sulfurous,TGSC;FlavorBase10;SigmaAldrich;OdoRactor,,
937,10927.0,541-35-5,Butyramide,butanamide,cheese;nutty,modifier in cheese flavors;nutty,TGSC;FlavorBase10;OdorRactor,,
938,10931.0,541-47-9,"3,3-Dimethylacrylic acid",3-methylbut-2-enoic acid,caramel;caramellic;dairy;fruity;green;herbaceous;musty;phenolic;spicy,caramellic;dairy;green;green fruity taste;phenolic;spicy-caramel-herbaceous musty odor,TGSC;FlavorBase10;SuperScent;OdoRactor,,
939,10934.0,541-58-2,"2,4-DIMETHYLTHIAZOLE","2,4-dimethyl-1,3-thiazole",barley;beefy;cocoa;coffee;meat;meaty;old;roasted;rubbery;tea,barley;beefy;coffee;meat & cocoa notes at 0.1 ppb;meaty;moldy;roasted;rubbery;tea,TGSC;FlavorBase10;SigmaAldrich;OdoRactor,,
940,7822.0,541-85-5,5-Methylheptan-3-one,5-methylheptan-3-one,flat;fruity;herbaceous;herbal;ketonic;oily;sweet,flat;herbaceous notes;herbal;mild fruity;oily;pleasant ketonic;sweet,TGSC;FlavorBase10;OdoRactor,,
941,10947.0,22460-48-6,Muscone,3-methylcyclopentadecan-1-one,animal;fatty;floral;fruit;fruity;lactonic;musk;natural;powdery;soapy;soft;sweet,animal;fatty;floral;fruity;lactonic;lifts fruit flavors;musk;natural;powdery;soapy;soft;sweet,TGSC;FlavorBase10;Flavorbase;OdorRactor,Sato-Akuhara et al|https://doi.org/DOI:10.1523/JNEUROSCI.3259-15.2016;Von der Weid et al|https://doi.org/doi:10.1038/nn.4100,OR5AN1;;Or52b1;;Or52i2;OR52I1;Or5an11;OR5AN1;Or5an6;;Or5ar1;OR5AR1
942,5315941.0,74244-64-7,Civetone,(9Z)-cycloheptadec-9-en-1-one,animal;clean;dry;musk;sweet,animal;clean;dry;musk;sweet,TGSC;FlavorBase10;OdorRactor,,
943,10957.0,542-55-2,ISOBUTYL FORMATE,2-methylpropyl formate,chemical;ethereal;fruity;rum;sweet,chemical;ethereal;fruity;rum-like odor;sweet,TGSC;FlavorBase10;SigmaAldrich;OdoRactor,,
944,10966.0,542-85-8,Ethyl isothiocyanate,isothiocyanatoethane,garlic;horseradish;mustard;pungent,garlic;horseradish-like;mustard;pungent,TGSC;FlavorBase10;SigmaAldrich;OdoRactor,,
945,10975.0,543-39-5,Myrcenol,2-methyl-6-methylideneoct-7-en-2-ol,citrus;floral;fresh;lavender;lime;woody,citrus;floral;floral lime odor;fresh;lavender;with woody background note,TGSC;FlavorBase10;OdorRactor,Audouze et al|https://doi.org/10.1371/journal.pone.0093037,OR1D2;
946,10976.0,543-49-7,2-HEPTANOL,heptan-2-ol,alcoholic;earthy;floral;fresh;fruity;grass;green;herbaceous;herbal;lemon;mushroom;oily;sweet,earthy;floral;fresh;fruity;green;greenalcoholic;herbaceous odor;herbal;lemon;lemongrass;mushroom;oily;sweet,TGSC;FlavorBase10;SigmaAldrich;Flavornet;OdoRactor,,
947,5284503.0,544-12-7,trans-3-Hexen-1-ol,(E)-hex-3-en-1-ol,apple;bitter;cortex;earthy;fatty;floral;fresh;fruity;grass;grassy;green;herbaceous;herbal;leafy;moss;oily;petal;privet;sweaty;vegetable,apple;bitter;cortex;earthy;floral;fresh;fruity notes;grass;grassy-fatty notes;green;herbaceous;herbal;leafy;mossy;oily;petal;privet;sweaty;vegetable,TGSC;FlavorBase10;SigmaAldrich;OdoRactor,,
948,5282184.0,544-35-4,ETHYL LINOLEATE,"ethyl (9Z,12Z)-octadeca-9,12-dienoate",fatty;fruity;oily,fatty;fruity;oily,TGSC;FlavorBase10,,
949,11002.0,544-40-1,Dibutyl sulfide,1-butylsulfanylbutane,alliaceous;floral;garlic;geranium;grassy;green;herbaceous;herbal;horseradish;leaf;onion;rose;rubbery;savory;sulfurous;vegetable;violet,alliaceous;geranium;grassy;green;herbaceous;herbal;leaf;onion-garlic-horseradish;rose;rubbery;savoryvegetable;sulfurous;violet;violet green floral in dilution,TGSC;FlavorBase10;SigmaAldrich;OdoRactor,,
950,11005.0,32112-52-0,Tetradecanoic acid,tetradecanoic acid,citrus;coconut;fatty;mouuthfeel;odorless;oily;pineapple;soapy;wax;waxy,citrus;coconut;coconutpineapple;fatty;nearly odorless;provides a waxy mouuthfeel;soapy;wax;waxy;waxy-oily,TGSC;FlavorBase10;SigmaAldrich;OdoRactor,Audouze et al|https://doi.org/10.1371/journal.pone.0093037,OR51E1;
951,68346.0,546-49-6,Artemisia ketone,"3,3,6-trimethylhepta-1,5-dien-4-one",artemisia;berry;green;herbaceous;herbal;honey;mint;minty,berry;green herbaceous artemisia odor;herbal;honey;mint & berry like notes;minty,TGSC;FlavorBase10;Flavornet;OdoRactor,,
952,261491.0,59573-80-7,alpha-Thujone,"(1S,4R,5R)-4-methyl-1-propan-2-ylbicyclo[3.1.0]hexan-3-one",cedar;thujonic,cedar;thujonic,TGSC,,
953,11029.0,53678-75-4,MAGNESIUM CARBONATE,magnesium;carbonate,odorless;tobacco,odorless;only listed as a tobacco additive,TGSC;FlavorBase10,,
954,6427105.0,22339-21-5,Pinocamphone,"(1S,2R,5R)-2,6,6-trimethylbicyclo[3.1.1]heptan-3-one",camphoraceous;coniferous;fresh;herbal;hyssop;spicy,fresh;herbal;hyssop-like;somewhat camphoraceous & coniferous;spicy,TGSC;FlavorBase10,,
955,1201530.0,1674-08-4,(-)-trans-Pinocarveol,"(1S,3R,5S)-6,6-dimethyl-2-methylidenebicyclo[3.1.1]heptan-3-ol",balsamic;fennel;warm;woody,balsamic;fennel;warm;woody,TGSC,,
956,11039.0,26161-42-2,METHYL ISOBUTYRATE,methyl 2-methylpropanoate,apple;apricot;ethereal;floral;fruit;fruity;frutti;juicy;pineapple;rum;sweet;tutti,apple;apple-pineapple-apricot-rum like odor and jui;floral;fruity;frutti;pineapple;pineappleethereal;sweet;tutti,TGSC;FlavorBase10;SigmaAldrich;OdoRactor,,
957,11949689.0,6119-70-6,quinine sulfate,"(R)-[(2S,4S,5R)-5-ethenyl-1-azabicyclo[2.2.2]octan-2-yl]-(6-methoxyquinolin-4-yl)methanol;sulfuric acid",bitter;odorless,odorless;odorless with an intense bitter taste,TGSC;FlavorBase10,,
958,5352899.0,76681-73-7,3-Butylidenephthalide,(3E)-3-butylidene-2-benzofuran-1-one,celery;herbal,celery;herbal,TGSC,,
959,11996452.0,552-02-3,Viridiflorol,"(1aR,4S,4aS,7R,7aS,7bS)-1,1,4,7-tetramethyl-2,3,4a,5,6,7,7a,7b-octahydro-1aH-cyclopropa[e]azulen-4-ol",floral;fruity;green;herbaceous;herbal;minty;oil;peppermint;sweet;tropical;woody,floral component of peppermint oils;fruity;green;herbaceous;herbal;minty;sweet;sweet woody;tropical,TGSC;FlavorBase10;Flavornet,,
960,11089.0,552-30-7,TRIMELLITIC ANHYDRIDE,"1,3-dioxo-2-benzofuran-5-carboxylic acid",orris;raspberry;woody,orris;raspberry;woody,TGSC,,
961,11124.0,554-12-1,METHYL PROPIONATE,methyl propanoate,apple;banana;ethereal;fresh;fruity;rum;rummy;strawberry;sweet,apple;banana;ethereal;fresh;fruity;rum-like odor;rummy;strawberry;sweet fruity taste,TGSC;FlavorBase10;SigmaAldrich;OdoRactor;Pubchem,,
962,11142.0,555-10-2,BETA-PHELLANDRENE,3-methylidene-6-propan-2-ylcyclohexene,citrus;fresh;minty;peppery;spicy;terpenic,citrus;fresh;minty;peppery;spicy;terpenic,TGSC;FlavorBase10;Flavornet;Pubchem,,
963,11160.0,556-24-1,Methyl isovalerate,methyl 3-methylbutanoate,apple;estery;ethereal;fruit;fruity;frutti;juicy;pineapple;sweet;tutti,apple;esterytutti;ethereal;fruity;frutti;pineapple;pineapple-apple & juicy fruit odor and taste;sweet,TGSC;FlavorBase10;SigmaAldrich;Pubchem;OdoRactor,,
964,11167.0,556-61-6,METHYL ISOTHIOCYANATE,methylimino(sulfanylidene)methane,horseradish;mustard;pungent,horseradish-like;mustard;pungent,TGSC;FlavorBase10;SigmaAldrich;Flavorbase;OdoRactor;Pubchem,,
965,11168.0,556-64-9,METHYL THIOCYANATE,methyl thiocyanate,onion;sulfurous,onion;sulfurous,TGSC;Flavornet;Pubchem,,
966,11173.0,556-82-1,3-METHYL-2-BUTEN-1-OL,3-methylbut-2-en-1-ol,alcoholic;fruity;green;herbaceous;lavender;sweet;yeast,alcoholic;fruity;green;herbaceous;lavender;sweet;yeasty,TGSC;FlavorBase10;SigmaAldrich;OdoRactor,,
967,11176.0,557-00-6,PROPYL ISOVALERATE,propyl 3-methylbutanoate,apple;bitter;blueberry;ethereal;fruity;pear;pineapple;sweet,apple;apple-pineapple like taste;bitter;blueberry;ethereal;fruity;pear;sweet,TGSC;FlavorBase10;SigmaAldrich;Flavorbase;OdoRactor,,
968,643731.0,26370-28-5,"trans-2,cis-6-Nonadienal","(2E,6Z)-nona-2,6-dienal",cucumber;dry;fatty;green;leaf;melon;vegetable;violet;wax,cucumber;dry;fatty;green;green melon or violet leaf in dilution;vegetable;violet;wax,TGSC;FlavorBase10;SigmaAldrich;Flavorbase;OdoRactor;Pubchem,Audouze et al|https://doi.org/10.1371/journal.pone.0093037;Ruiz Tejada Segura et al|https://doi.org/10.1016/j.celrep.2022.110547,Or2w4;;Or6a2;OR6A2
969,249579.0,560-88-3,Bornyl salicylate,"[(1S,2R,4R)-1,7,7-trimethyl-2-bicyclo[2.2.1]heptanyl] 2-hydroxybenzoate",balsamic;fir;fresh;green;orchid;woody,balsamic;fir needle;fresh;green;orchid;woody,TGSC,,
970,11230.0,562-74-3,4-Carvomenthenol,4-methyl-1-propan-2-ylcyclohex-3-en-1-ol,citrus;cooling;earthy;fresh;grapefruit;green;herbaceous;lemon;lime;mentholic;musty;nutmeg;pepper;peppery;pine;spicy;sweet;terpenic;turpentine;woody,citrus;cooling;earthy;grapefruit;green;herbaceous;lemon;lime;mentholic;musty;nutmeg;pepper;peppery;pine;spicy;sweet;terpenicfresh;turpentine;woody,TGSC;FlavorBase10;SigmaAldrich;Flavorbase;OdoRactor;Pubchem,,
971,61130.0,564-94-3,Myrtenal,"6,6-dimethylbicyclo[3.1.1]hept-2-ene-2-carbaldehyde",bay;camphoraceous;camphoreous;cinnamon;cinnamyl;cooling;green;herbaceous;jammy;leaf;minty;spicy;sweet;terpenic;tonka;woody,bay-leaf and cinnamon-like odor and taste;camphoraceous;camphoreous;cinnamon;cinnamyl;cooling;green;jammy;mintywoody;spicy;spicy-herbaceous;sweet;terpenic;tonka,TGSC;FlavorBase10;Flavornet;SuperScent;OdoRactor,,
972,79048.0,565-62-8,3-Methyl-3-penten-2-one,3-methylpent-3-en-2-one,fresh;green;melon;mushroom;sweaty;tropical;wax,fresh;green;melon;sweaty;tropicalmushroom;wax,TGSC;SigmaAldrich;OdoRactor,,
973,643915.0,13201-46-2,Angelic acid,(Z)-2-methylbut-2-enoic acid,caramellic;celery;herbaceous;sour;spicy,caramellic odor;herbaceous somewhat celery like taste;sour;spicy,TGSC;FlavorBase10;Pubchem,,
974,11265.0,565-69-5,2-METHYL-3-PENTANONE,2-methylpentan-3-one,ethereal;fruity;ketonic;minty,ethereal;fruity;ketonic;minty,TGSC;FlavorBase10;Flavornet,,
975,68470.0,576-15-8,1-Acetylindole,1-indol-1-ylethanone,balsamic;floral;flower;jasmin;orange,balsamic notes;floral;jasmine & orange flower,TGSC;FlavorBase10,,
976,11335.0,25134-01-4,"2,6-DIMETHYLPHENOL","2,6-dimethylphenol",burnt;coffee;medicinal;phenolic;root;sharp;smoky;sweet;tarry,coffee;medicinal;phenolic;rooty;sharp;sweet;sweet burnt taste at 0.2 ppm;sweet phenolic smoky odor;tarry,TGSC;FlavorBase10;SigmaAldrich;OdoRactor;Pubchem,,
977,11340.0,26444-19-9,2'-METHYLACETOPHENONE,1-(2-methylphenyl)ethanone,almond;anisic;aromatic;bitter;burnt;cherry;coumarinic;floral;hawthorn;hay;honey;nutty;phenolic;powdery;sweet,anisic;burnt;cherry;coumarinic;floral;hawthorn;hay-like;honey;nutty;phenolic;powdery;somewhat bitter almond;sweet;sweet aromatic,TGSC;FlavorBase10;SigmaAldrich;OdoRactor,,
978,33637.0,578-58-5,2-Methylanisole,1-methoxy-2-methylbenzene,camphoraceous;earthy;floral;naphthyl;nut;nutty;orchid;phenolic;sweet;walnut;warm;woody,camphoraceous;earthy;floral;naphthyl;nut-like;nutty;phenolic;sweet;walnut notes;warm;woodyorchid,TGSC;FlavorBase10;SigmaAldrich;OdoRactor,,
979,11363.0,579-07-7,"1-PHENYL-1,2-PROPANEDIONE","1-phenylpropane-1,2-dione",buttery;creamy;dairy;green;honey;medicinal;pepper;plastic;pungent;spicy;sweet;vegetable,buttery;creamy;green;honey;medicinal;pepper;plastic;pungent;slightly spicy taste;sweet cultured dairy;vegetable,TGSC;FlavorBase10;SigmaAldrich;OdoRactor,,
980,347577.0,579-60-2,2-Allyl-6-methoxyphenol,2-methoxy-6-prop-2-enylphenol,phenolic;smoky;spicy;sweet,phenolic;smoky;spicy;sweet,TGSC;FlavorBase10;Flavorbase,,
981,68481.0,579-74-8,2'-Methoxyacetophenone,1-(2-methoxyphenyl)ethanone,almond;anisic;chemical;earthy;green;medicinal;musty;phenolic;powdery;sweet;winter,almond;anisic;chemical;earthy;medicinal;musty;phenolic;powdery;sweet;wintergreen,TGSC;FlavorBase10;OdorRactor,,
982,68482.0,579-93-1,2-(Benzoylamino)benzoic acid,2-benzamidobenzoic acid,fruity;histiminic,anti-histiminic;fruity,TGSC;FlavorBase10;OdorRactor;,,
983,68932.0,579-94-2,Menglytate,"[(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexyl] 2-ethoxyacetate",cooling;musty,cooling agent;musty,TGSC;FlavorBase10,,
984,11387.0,96789-56-9,"2,6-DIMETHYLNAPHTHALENE","2,6-dimethylnaphthalene",grassy,grassy,TGSC;Flavornet,,
985,11406.0,583-04-0,Allyl benzoate,prop-2-enyl benzoate,berry;cherry;floral;fruity;sweet,berry;cherry;floral;fruity-floral with some cherry notes;sweet,TGSC;FlavorBase10;OdorRactor,,
986,11409.0,583-33-5,Butyl 2-furoate,butyl furan-2-carboxylate,caramellic;floral;fruity;orchid,floral;fruity;orchid;somewhat caramellic flavor,TGSC;FlavorBase10,,
987,11418.0,615-39-4,2-METHYLCYCLOHEXANOL,2-methylcyclohexan-1-ol,coconut;oily,coconut;oily,TGSC,,
988,11419.0,583-60-8,2-METHYLCYCLOHEXANONE,2-methylcyclohexan-1-one,almond;cooling;earthy;herbal;ketonic;minty;peppermint,cooling;earthy-herbal-minty taste;ketonic;minty;minty-earthy almond odor;peppermint,TGSC;FlavorBase10;SigmaAldrich;OdoRactor,,
989,11428.0,584-02-1,3-PENTANOL,pentan-3-ol,ethereal;fermented;fruit;fruity;herbaceous;herbal;nutty;oily;sweet,ethereal;fruit;herbaceous;herbal;nutty;oily;slightly fruity;somewhat fermented note;sweet,TGSC;FlavorBase10;Flavornet,,
990,11430.0,584-08-7,POTASSIUM CARBONATE,dipotassium;carbonate,odorless,odorless,TGSC;FlavorBase10,,
991,164689.0,585-09-1,Dipotassium malate,dipotassium;2-hydroxybutanedioate,animal,animal,TGSC,,
992,92814.0,73523-02-1,Isobutyl lactate,2-methylpropyl 2-hydroxypropanoate,buttery;caramel;caramellic;fruity,buttery;caramel;caramellic;fruity,TGSC;FlavorBase10,,
993,11449.0,585-25-1,"Octane-2,3-dione","octane-2,3-dione",aldehydic;asparagus;buttery;cheesy;cilantro;cortex;creamy;dill;earthy;fat;fatty;grilled;herbaceous;herbal;sweet,aldehydic;asparagus;buttery-creamy odor with cheesy & grilled fat;cilantro;cortex;dill;earthy;fatty;herbaceous;herbal;sweet,TGSC;FlavorBase10;OdorRactor,,
994,11463.0,586-62-9,TERPINOLENE,1-methyl-4-propan-2-ylidenecyclohexene,anisic;citrus;fresh;herbaceous;lemon;pine;plastic;sweet;woody,citrus;fresh;herbaceous;lemon;pine;plastic;slightly anisic;sweet;woody,TGSC;FlavorBase10;SigmaAldrich;OdoRactor,,
995,11467.0,586-81-2,gamma-Terpineol,1-methyl-4-propan-2-ylidenecyclohexan-1-ol,floral;lilac;pine;terpenic,floral;lilac;pine;terpenic,TGSC;SuperScent;OdoRactor,,
996,11468.0,586-82-3,p-Menth-3-en-1-ol,1-methyl-4-propan-2-ylcyclohex-3-en-1-ol,dry;musty;pine;woody,dry;musty;piney;woody,TGSC;FlavorBase10;Flavornet;OdoRactor,,
997,61134.0,588-67-0,Benzyl butyl ether,butoxymethylbenzene,floral;fruit;fruity;geranium;rose;sharp;sweet,floral;floral (rose-geranium) odor;fruity;rose;sharp;sweet;used in fruit flavors,TGSC;FlavorBase10;OdorRactor,,
998,11508.0,343268-11-1,3-METHYL-1-PENTANOL,3-methylpentan-1-ol,chocolate;cocoa;cognac;fermented;fruity;fusel;green;pungent;whiskey;whisky;winey,chocolate;cocoa;cognac;fermentedpungent;fruity;fusel;green;whiskey;whisky;winey,TGSC;FlavorBase10;SigmaAldrich;Flavorbase;OdoRactor,Audouze et al|https://doi.org/10.1371/journal.pone.0093037,OR1G1;
999,11509.0,63072-44-6,3-HEXANONE,hexan-3-one,earthy;ethereal;fruity;grape;rummy;sweet;wax;waxy;wine;winey,earthy;ethereal odor;fruity;grape;rummy;sweet;sweetwax;waxy;wine-like;winey,TGSC;FlavorBase10;SigmaAldrich;OdoRactor,,
1000,11513.0,589-55-9,4-HEPTANOL,heptan-4-ol,alcoholic;fruity;green;harsh;pungent,alcoholic;harsh;pungent;somewhat green-alcoholic fruity notes,TGSC;FlavorBase10,,
1001,11514.0,589-59-3,ISOBUTYL ISOVALERATE,2-methylpropyl 3-methylbutanoate,apple;banana;ethereal;fruity;green;raspberry;sweet;winey,apple;banana;ethereal;fruity;green;raspberry;sweet;wineysweet,TGSC;FlavorBase10;SigmaAldrich;OdoRactor,,
1002,61135.0,589-66-2,2-methylpropyl but-2-enoate,2-methylpropyl but-2-enoate,apple;caramellic;dry;fruity;green;pear;pineapple;ripe;rum;rummy;tropical,caramellic;dry;fruity;fruity apple-pineapple;green;pear;ripe;rum like odor;rummy;tropical,TGSC;FlavorBase10,,
1003,11520.0,62701-49-9,heptan-3-ol,heptan-3-ol,banana;bitter;buttery;coffee;fermented;fruity;green;herbaceous;herbal;meaty;minty;pungent;sweet,banana;bitter;buttery;coffee;herbaceous-green fruity odor and taste;herbal;meaty;minty;pungent;sweet pungent fermented,TGSC;FlavorBase10;SigmaAldrich;OdoRactor,,
1004,11527.0,29063-28-3,3-OCTANOL,octan-3-ol,citrus;creamy;dairy;earthy;fermented;herbaceous;herbal;melon;minty;moss;mushroom;musty;nutty;oily;spicy;wax;woody,citrus;creamy;dairy;earthy;fermented;herbaceous;herbal;melon;minty;mossy;mushroom;musty;oily-nutty;spicy;wax;woody,TGSC;FlavorBase10;SigmaAldrich;AOD;Flavornet;OdoRactor,Audouze et al|https://doi.org/10.1371/journal.pone.0093037;ODORactor|https://doi.org/10.1093/bioinformatics/btr385,OR1G1;;OR52D1;;Or7a41;OR7A17
1005,11529.0,590-01-2,Butyl propionate,butyl propanoate,apple;apricot;banana;cherry;earthy;estery;ethereal;fruity;frutti;ripe;rose;rum;rummy;sweet;tutti,apple;apricot;banana odor and fruity;cherry;earthy;estery;ethereal;fruity;frutti;ripe;rose;rum;rummy;sweet;tutti,TGSC;FlavorBase10;SuperScent;OdoRactor,,
1006,11543.0,590-36-3,2-METHYL-2-PENTANOL,2-methylpentan-2-ol,camphoraceous;fermented;fusel;minty;pungent;yeast,fermented fusel notes;minty;pungent;slightly camphoraceous notes;yeasty,TGSC;FlavorBase10;Flavornet,,
1007,11552.0,26140-47-6,3-Methylbutanal,3-methylbutanal,acrid;aldehydic;apple;buttery;cheesy;chocolate;cocoa;ethereal;fatty;fruity;green;peach;penetrating;pungent;sour;sweaty,acrid;aldehydic;applepenetrating;buttery;cheesy-sweaty-cocoa fruity in dilution;chocolate;cocoa;ethereal;fatty;green fruity odor;peach;pungent;sour,TGSC;FlavorBase10;SigmaAldrich;Pubchem;OdoRactor,Audouze et al|https://doi.org/10.1371/journal.pone.0093037,OR1D2;
